text,label
"Parent requesting transfer certificate for Arjun Sharma (Class 7, Admission #2847) and Priya Sharma (Class 4, Admission #2851) due to relocation to Bangalore.",IN_School
"School notification that transfer certificates for Kavya Gupta can be collected on Tuesday from school office with Rs.250/- processing charges.",IN_School
"Follow-up email regarding transfer certificate collection for children previously requested on 18th March.",IN_School
"Second term fee inquiry for Aadhya Singh (Class 5, Admission #3092) and Vihan Singh (Class 2, Admission #3095) before relocating to Pune.",IN_School
"School providing email login details for Ishaan Patel (Class 6, Admission #2673) - portal login at https://portal.office.com with ID ishaan2673@dalparishadvidy.edu",IN_School
"Transportation update for Ananya Joshi (Admission #2945) - drop-off point at Koramangala Metro Station, near Forum Mall (Route 12) with GPS location correction needed.",IN_School
"Portal update request for Aryan Reddy (Admission #2758, Class 3) regarding incorrect pickup/drop-off location display in school app.",IN_School
"Transportation details submission for Diya Agarwal (Class 8, Admission #2901) and Dev Agarwal (Class 6, Admission #2902) with Whitefield pickup and Electronic City drop-off points.",IN_School
"Jayanagar Residents Association pickup point options shared - requesting parents to choose between 4th Block Bus Stop and 9th Block Park Gate.",IN_School
"Address change notification for Myra Iyer (Class 9, Admission #3124) and Karthik Iyer (Class 7, Application ID: APP5678) moving from HSR Layout to Indiranagar.",IN_School
"Fee receipt submission for Saanvi Mehta and Atharv Mehta for September 2024 term - school fees Rs.12,500 each child.",IN_School
"School magazine submission of Reyansh Kumar's (Class 5) Hindi essay "Mera Bharat Mahan" from parent Sunita Kumar.",IN_School
"Document submission for admission application - Anika Nair (LKG application, ID: NEW2024-789) with Aadhar card and birth certificate attached.",IN_School
"Admission selection notification for next round - student Vivaan Desai selected for Class 4 admission process at DPS Whitefield.",IN_School
"Online registration confirmation for Kiara Chopra applying to Ryan International School for academic session 2024-25.",IN_School
"Sibling registration portal access provided at https://admissions.ryangroup.org for continuing the enrollment process.",IN_School
"Age verification for Aarav Malhotra - DOB: 15th April 2018, currently 5 years 8 months, will be 6 years 3 months by August 2024 for Class 1.",IN_School
"Sibling admission inquiry response from Bangalore Public School requesting age and class details for second child enrollment.",IN_School
"New enrollment request for daughter Tanvi Rao (DOB: 8th June 2019) for academic year 2024-25 at Gear Innovative International School, Bangalore - sibling of Arnav Rao (Admission #2156).",IN_School
"Parent requesting fee structure details for Lakshya Bhatia (Class 3, Admission #4567) regarding quarterly payment options and sibling discount eligibility.",IN_School
"School transport registration for Riya Saxena (Class 8, Admission #3456) from Marathahalli to Sarjapur Road route with monthly pass charges Rs.3200.",IN_School
"Medical certificate submission for Advait Pillai (Class 6, Admission #2789) recovering from dengue fever - requesting 10 days absence approval.",IN_School
"Uniform size requirements for Nidhi Tiwari (Class 2, Admission #1234) - requesting measurements for blazer, skirts, and sports uniform from school vendor.",IN_School
"Parent-teacher meeting rescheduling request for Yash Bansal (Class 9, Admission #5678) due to father's business travel to Chennai on scheduled date.",IN_School
"Library book fine payment for Sanya Khanna (Class 4, Admission #3421) - overdue charges Rs.85 for 'Panchatantra Stories' returned 17 days late.",IN_School
"Sports equipment requirement for Arjun Menon (Class 7, Admission #4532) participating in inter-school cricket tournament - requesting permission to bring personal bat.",IN_School
"School magazine photography submission from parent of Aarushi Jain (Class 10, Admission #6789) - nature photography series for annual publication.",IN_School
"Hostel accommodation inquiry for Kabir Sood (Class 11, Admission #7890) transferring from Dehradun - requesting single room availability and mess charges.",IN_School
"Academic performance concern discussion request for Navya Varma (Class 5, Admission #2345) - mathematics subject improvement plan needed.",IN_School
"Annual day costume requirement for Rudra Pandey (Class 1, Admission #8901) performing in 'Ramayana' play - requesting Lord Hanuman costume specifications.",IN_School
"School counselor meeting request for Anaya Kapoor (Class 8, Admission #3456) facing peer pressure issues - urgent appointment needed.",IN_School
"Field trip permission slip for Vedant Choudhary (Class 6, Admission #4567) visiting Mysore Palace and Brindavan Gardens - emergency contact details updated.",IN_School
"Extra-curricular activity enrollment for Isha Goyal (Class 9, Admission #5678) - requesting Bharatanatyam dance classes and Hindustani classical music lessons.",IN_School
"Scholarship application for Harsh Agrawal (Class 12, Admission #6789) - submitting income certificate and academic merit documents for fee waiver.",IN_School
